STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00447338,"ROCKY MOUNT, VA US",6/16/2011,0,79,52
USC00445204,"MANASSAS, VA US",6/16/2011,0.05,83,61
USC00444044,"HOLLAND 1 E, VA US",6/16/2011,0,81,55
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/16/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",6/17/2011,0,90,68
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/17/2011,1.43,,
USC00442208,"DALE ENTERPRISE, VA US",6/17/2011,0.01,81,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/17/2011,0.06,79,58
USC00447338,"ROCKY MOUNT, VA US",6/17/2011,0,85,60
USC00445204,"MANASSAS, VA US",6/17/2011,0.55,81,62
USC00444044,"HOLLAND 1 E, VA US",6/17/2011,0.03,86,67
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/17/2011,0.32,,
USC00448829,"WALKERTON 2 NW, VA US",6/18/2011,0,93,67
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/18/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/18/2011,0.06,82,59
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/18/2011,0.33,81,58
USC00447338,"ROCKY MOUNT, VA US",6/18/2011,0,87,52
USC00445204,"MANASSAS, VA US",6/18/2011,0.2,87,66
USC00444044,"HOLLAND 1 E, VA US",6/18/2011,0,90,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/18/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",6/19/2011,0.42,84,74
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/19/2011,0.43,,
USC00442208,"DALE ENTERPRISE, VA US",6/19/2011,0.65,83,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/19/2011,0.02,80,64
USC00447338,"ROCKY MOUNT, VA US",6/19/2011,0.05,87,63
USC00445204,"MANASSAS, VA US",6/19/2011,0.24,88,71
USC00444044,"HOLLAND 1 E, VA US",6/19/2011,0.03,95,67
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/19/2011,0.67,,
USC00448829,"WALKERTON 2 NW, VA US",6/20/2011,1.49,80,69
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/20/2011,0.13,,
USC00442208,"DALE ENTERPRISE, VA US",6/20/2011,1.13,75,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/20/2011,1.58,81,64
USC00447338,"ROCKY MOUNT, VA US",6/20/2011,0,90,68
USC00445204,"MANASSAS, VA US",6/20/2011,0.42,81,67
USC00444044,"HOLLAND 1 E, VA US",6/20/2011,0.19,88,68
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/20/2011,1.95,,
USC00448829,"WALKERTON 2 NW, VA US",6/21/2011,0.06,89,66
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/21/2011,,,
USC00442208,"DALE ENTERPRISE, VA US",6/21/2011,0.08,76,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/21/2011,0,77,65
USC00447338,"ROCKY MOUNT, VA US",6/21/2011,0.03,89,67
USC00445204,"MANASSAS, VA US",6/21/2011,0.05,80,68
USC00444044,"HOLLAND 1 E, VA US",6/21/2011,0,79,60
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/21/2011,0.8,,
USC00448829,"WALKERTON 2 NW, VA US",6/22/2011,0.01,91,74
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/22/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/22/2011,0.02,85,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/22/2011,0.14,86,67
USC00447338,"ROCKY MOUNT, VA US",6/22/2011,0.26,91,66
USC00445204,"MANASSAS, VA US",6/22/2011,0,90,72
USC00444044,"HOLLAND 1 E, VA US",6/22/2011,0,92,69
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/22/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",6/23/2011,0,88,75
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/23/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/23/2011,0,85,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/23/2011,0,86,67
USC00447338,"ROCKY MOUNT, VA US",6/23/2011,0,90,68
USC00445204,"MANASSAS, VA US",6/23/2011,0,92,77
USC00444044,"HOLLAND 1 E, VA US",6/23/2011,0.01,90,69
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/23/2011,0.07,,
USC00448829,"WALKERTON 2 NW, VA US",6/24/2011,0,93,73
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/24/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/24/2011,0,78,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/24/2011,0,76,65
USC00447338,"ROCKY MOUNT, VA US",6/24/2011,0.12,78,67
USC00445204,"MANASSAS, VA US",6/24/2011,0,84,72
USC00444044,"HOLLAND 1 E, VA US",6/24/2011,0.07,91,67
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/24/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",6/25/2011,0,90,67
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/25/2011,0.2,,
USC00442208,"DALE ENTERPRISE, VA US",6/25/2011,0,79,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/25/2011,0,79,61
USC00447338,"ROCKY MOUNT, VA US",6/25/2011,0,88,64
USC00444044,"HOLLAND 1 E, VA US",6/25/2011,0.35,90,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/25/2011,0.13,,
USC00448829,"WALKERTON 2 NW, VA US",6/26/2011,0,88,64
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/26/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/26/2011,0,78,53
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/26/2011,0,77,56
USC00447338,"ROCKY MOUNT, VA US",6/26/2011,0,88,57
USC00444044,"HOLLAND 1 E, VA US",6/26/2011,0,90,60
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/26/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",6/27/2011,0.15,88,72
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/27/2011,0.41,,
USC00442208,"DALE ENTERPRISE, VA US",6/27/2011,0.07,78,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/27/2011,0.05,76,61
USC00447338,"ROCKY MOUNT, VA US",6/27/2011,0,82,59
USC00444044,"HOLLAND 1 E, VA US",6/27/2011,0.07,89,67
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/27/2011,0.06,,
USC00448829,"WALKERTON 2 NW, VA US",6/28/2011,0,97,73
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/28/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/28/2011,0.09,80,63
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/28/2011,0.04,83,64
USC00447338,"ROCKY MOUNT, VA US",6/28/2011,0,88,64
USC00445204,"MANASSAS, VA US",6/28/2011,0.08,,
USC00444044,"HOLLAND 1 E, VA US",6/28/2011,0.06,92,69
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/28/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",6/29/2011,0.64,90,74
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/29/2011,1.85,,
USC00442208,"DALE ENTERPRISE, VA US",6/29/2011,0,88,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/29/2011,0,88,64
USC00447338,"ROCKY MOUNT, VA US",6/29/2011,0.17,95,67
USC00444044,"HOLLAND 1 E, VA US",6/29/2011,0.59,98,68
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/29/2011,0.74,,
USC00448829,"WALKERTON 2 NW, VA US",6/30/2011,0,88,66
US1VAAC0007,"ONLEY 0.6 SE, VA US",6/30/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",6/30/2011,0,84,54
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",6/30/2011,0,86,56
USC00447338,"ROCKY MOUNT, VA US",6/30/2011,0,86,56
USC00444044,"HOLLAND 1 E, VA US",6/30/2011,0,88,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",6/30/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/1/2011,0,89,63
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/1/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/1/2011,0,83,55
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/1/2011,0,84,57
USC00447338,"ROCKY MOUNT, VA US",7/1/2011,0,88,57
USC00444044,"HOLLAND 1 E, VA US",7/1/2011,0,89,59
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/1/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/2/2011,0,92,63
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/2/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/2/2011,0,86,57
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/2/2011,0,87,57
USC00447338,"ROCKY MOUNT, VA US",7/2/2011,0.01,88,57
USC00444044,"HOLLAND 1 E, VA US",7/2/2011,0,90,58
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/2/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/3/2011,0.45,93,72
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/3/2011,0.22,,
USC00442208,"DALE ENTERPRISE, VA US",7/3/2011,0.05,83,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/3/2011,0,88,66
USC00447338,"ROCKY MOUNT, VA US",7/3/2011,0,91,58
USC00444044,"HOLLAND 1 E, VA US",7/3/2011,0.13,92,68
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/3/2011,0.04,,
USC00448829,"WALKERTON 2 NW, VA US",7/4/2011,1.24,91,72
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/4/2011,0.15,,
USC00442208,"DALE ENTERPRISE, VA US",7/4/2011,0.04,92,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/4/2011,0.02,92,68
USC00447338,"ROCKY MOUNT, VA US",7/4/2011,0,94,69
USC00444044,"HOLLAND 1 E, VA US",7/4/2011,,96,67
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/4/2011,1.36,,
USC00448829,"WALKERTON 2 NW, VA US",7/5/2011,0,91,73
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/5/2011,0.55,,
USC00442208,"DALE ENTERPRISE, VA US",7/5/2011,0.68,81,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/5/2011,0.46,92,65
USC00447338,"ROCKY MOUNT, VA US",7/5/2011,1.42,91,64
USC00444044,"HOLLAND 1 E, VA US",7/5/2011,0.71,98,68
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/5/2011,0.02,,
USC00448829,"WALKERTON 2 NW, VA US",7/6/2011,1.35,89,73
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/6/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/6/2011,0.08,85,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/6/2011,0.1,87,66
USC00447338,"ROCKY MOUNT, VA US",7/6/2011,0.03,87,66
USC00444044,"HOLLAND 1 E, VA US",7/6/2011,0,99,69
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/6/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/7/2011,0,93,70
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/7/2011,0.37,,
USC00442208,"DALE ENTERPRISE, VA US",7/7/2011,0,87,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/7/2011,0.05,85,62
USC00447338,"ROCKY MOUNT, VA US",7/7/2011,1.32,83,67
USC00444044,"HOLLAND 1 E, VA US",7/7/2011,0.3,87,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/7/2011,1.18,,
USC00448829,"WALKERTON 2 NW, VA US",7/8/2011,0,89,75
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/8/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/8/2011,0.01,89,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/8/2011,0,89,65
USC00447338,"ROCKY MOUNT, VA US",7/8/2011,0.18,89,67
USC00444044,"HOLLAND 1 E, VA US",7/8/2011,0.96,92,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/8/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/9/2011,1.43,89,73
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/9/2011,2.05,,
USC00442208,"DALE ENTERPRISE, VA US",7/9/2011,0.75,81,61
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/9/2011,0.19,81,63
USC00447338,"ROCKY MOUNT, VA US",7/9/2011,1,86,67
USC00445204,"MANASSAS, VA US",7/9/2011,0.3,87,69
USC00444044,"HOLLAND 1 E, VA US",7/9/2011,1.58,91,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/9/2011,1.35,,
USC00448829,"WALKERTON 2 NW, VA US",7/10/2011,0,92,68
USC00442208,"DALE ENTERPRISE, VA US",7/10/2011,0,88,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/10/2011,0,85,61
USC00447338,"ROCKY MOUNT, VA US",7/10/2011,0,86,64
USC00444044,"HOLLAND 1 E, VA US",7/10/2011,1.57,97,63
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/10/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/11/2011,0,94,70
USC00442208,"DALE ENTERPRISE, VA US",7/11/2011,0,87,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/11/2011,0,87,67
USC00447338,"ROCKY MOUNT, VA US",7/11/2011,0,87,64
USC00445204,"MANASSAS, VA US",7/11/2011,0,93,66
USC00444044,"HOLLAND 1 E, VA US",7/11/2011,0,92,63
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/11/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/12/2011,0,98,78
USC00442208,"DALE ENTERPRISE, VA US",7/12/2011,0,92,71
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/12/2011,0,91,74
USC00447338,"ROCKY MOUNT, VA US",7/12/2011,0,91,70
USC00445204,"MANASSAS, VA US",7/12/2011,0.4,98,
USC00444044,"HOLLAND 1 E, VA US",7/12/2011,0,95,72
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/12/2011,0.14,,
USC00448829,"WALKERTON 2 NW, VA US",7/13/2011,0.63,96,75
USC00442208,"DALE ENTERPRISE, VA US",7/13/2011,0,91,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/13/2011,0,94,71
USC00447338,"ROCKY MOUNT, VA US",7/13/2011,0,96,71
USC00445204,"MANASSAS, VA US",7/13/2011,0.8,,
USC00444044,"HOLLAND 1 E, VA US",7/13/2011,0,98,73
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/13/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/14/2011,0,84,68
USC00442208,"DALE ENTERPRISE, VA US",7/14/2011,0,88,58
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/14/2011,0,88,58
USC00447338,"ROCKY MOUNT, VA US",7/14/2011,0,85,67
USC00444044,"HOLLAND 1 E, VA US",7/14/2011,0,89,72
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/14/2011,0.3,,
USC00448829,"WALKERTON 2 NW, VA US",7/15/2011,0,84,62
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/15/2011,,,
USC00442208,"DALE ENTERPRISE, VA US",7/15/2011,0,79,55
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/15/2011,0,82,56
USC00447338,"ROCKY MOUNT, VA US",7/15/2011,0,85,58
USC00444044,"HOLLAND 1 E, VA US",7/15/2011,0,90,55
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/15/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/16/2011,0,87,63
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/16/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/16/2011,0,81,54
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/16/2011,0,79,55
USC00447338,"ROCKY MOUNT, VA US",7/16/2011,0,82,62
USC00445204,"MANASSAS, VA US",7/16/2011,0,82,61
USC00444044,"HOLLAND 1 E, VA US",7/16/2011,0,83,56
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/16/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/17/2011,0,90,68
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/17/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/17/2011,0,88,54
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/17/2011,0,79,62
USC00447338,"ROCKY MOUNT, VA US",7/17/2011,0,82,62
USC00444044,"HOLLAND 1 E, VA US",7/17/2011,0,85,62
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/17/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/18/2011,0,92,67
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/18/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/18/2011,0,86,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/18/2011,0,83,64
USC00447338,"ROCKY MOUNT, VA US",7/18/2011,0.02,84,65
USC00444044,"HOLLAND 1 E, VA US",7/18/2011,0,91,61
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/18/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/19/2011,0,93,72
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/19/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/19/2011,0,90,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/19/2011,0,89,71
USC00447338,"ROCKY MOUNT, VA US",7/19/2011,0,90,65
USC00444044,"HOLLAND 1 E, VA US",7/19/2011,0,93,64
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/19/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/20/2011,1.11,95,71
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/20/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/20/2011,0.67,90,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/20/2011,0.52,89,67
USC00447338,"ROCKY MOUNT, VA US",7/20/2011,0,88,68
USC00444044,"HOLLAND 1 E, VA US",7/20/2011,0,97,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/20/2011,0.97,,
USC00448829,"WALKERTON 2 NW, VA US",7/21/2011,0,96,76
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/21/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/21/2011,0,92,68
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/21/2011,0.1,91,70
USC00447338,"ROCKY MOUNT, VA US",7/21/2011,0,93,68
USC00445204,"MANASSAS, VA US",7/21/2011,0,96,83
USC00444044,"HOLLAND 1 E, VA US",7/21/2011,0,98,65
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/21/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/22/2011,0,99,78
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/22/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/22/2011,0,96,72
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/22/2011,0,95,72
USC00447338,"ROCKY MOUNT, VA US",7/22/2011,0,97,71
USC00445204,"MANASSAS, VA US",7/22/2011,0,101,80
USC00444044,"HOLLAND 1 E, VA US",7/22/2011,0,102,74
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/22/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/23/2011,0,98,79
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/23/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/23/2011,0,98,69
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/23/2011,0,98,71
USC00447338,"ROCKY MOUNT, VA US",7/23/2011,0,99,72
USC00445204,"MANASSAS, VA US",7/23/2011,0,106,79
USC00444044,"HOLLAND 1 E, VA US",7/23/2011,0,103,76
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/23/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/24/2011,0,95,76
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/24/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/24/2011,0,94,71
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/24/2011,0,94,73
USC00447338,"ROCKY MOUNT, VA US",7/24/2011,0,99,72
USC00445204,"MANASSAS, VA US",7/24/2011,0,102,78
USC00444044,"HOLLAND 1 E, VA US",7/24/2011,0,104,73
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/24/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/25/2011,0,95,76
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/25/2011,0.05,,
USC00442208,"DALE ENTERPRISE, VA US",7/25/2011,0.17,90,68
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/25/2011,2.41,88,70
USC00447338,"ROCKY MOUNT, VA US",7/25/2011,2.4,97,70
USC00445204,"MANASSAS, VA US",7/25/2011,0,97,75
USC00444044,"HOLLAND 1 E, VA US",7/25/2011,1.76,100,72
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/25/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/26/2011,0,93,75
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/26/2011,0.34,,
USC00442208,"DALE ENTERPRISE, VA US",7/26/2011,0.03,88,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/26/2011,0.3,89,66
USC00447338,"ROCKY MOUNT, VA US",7/26/2011,4.1,91,69
USC00445204,"MANASSAS, VA US",7/26/2011,0.3,93,74
USC00444044,"HOLLAND 1 E, VA US",7/26/2011,0.4,96,71
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/26/2011,0.72,,
USC00448829,"WALKERTON 2 NW, VA US",7/27/2011,0,92,74
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/27/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/27/2011,0,91,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/27/2011,0,90,65
USC00447338,"ROCKY MOUNT, VA US",7/27/2011,0,90,66
USC00445204,"MANASSAS, VA US",7/27/2011,0,95,75
USC00444044,"HOLLAND 1 E, VA US",7/27/2011,0,93,70
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/27/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/28/2011,0,95,73
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/28/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/28/2011,0,91,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/28/2011,0,90,65
USC00447338,"ROCKY MOUNT, VA US",7/28/2011,0,90,66
USC00445204,"MANASSAS, VA US",7/28/2011,0,96,73
USC00444044,"HOLLAND 1 E, VA US",7/28/2011,0,93,69
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/28/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/29/2011,0,98,76
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/29/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/29/2011,0,95,64
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/29/2011,0,91,69
USC00447338,"ROCKY MOUNT, VA US",7/29/2011,0,93,66
USC00445204,"MANASSAS, VA US",7/29/2011,0,94,75
USC00444044,"HOLLAND 1 E, VA US",7/29/2011,0,100,75
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/29/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/30/2011,0,94,77
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/30/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/30/2011,0,96,66
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/30/2011,0,94,71
USC00447338,"ROCKY MOUNT, VA US",7/30/2011,0,95,72
USC00445204,"MANASSAS, VA US",7/30/2011,0,104,76
USC00444044,"HOLLAND 1 E, VA US",7/30/2011,0,99,71
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/30/2011,0,,
USC00448829,"WALKERTON 2 NW, VA US",7/31/2011,0,90,76
US1VAAC0007,"ONLEY 0.6 SE, VA US",7/31/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",7/31/2011,0,97,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",7/31/2011,0.05,90,65
USC00447338,"ROCKY MOUNT, VA US",7/31/2011,0.48,95,71
USC00445204,"MANASSAS, VA US",7/31/2011,0,99,75
USC00444044,"HOLLAND 1 E, VA US",7/31/2011,0.55,95,70
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",7/31/2011,0,,
US1VAAC0007,"ONLEY 0.6 SE, VA US",8/1/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",8/1/2011,0,92,60
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/1/2011,0,89,64
USC00447338,"ROCKY MOUNT, VA US",8/1/2011,0,84,65
USC00445204,"MANASSAS, VA US",8/1/2011,0,100,72
USC00444044,"HOLLAND 1 E, VA US",8/1/2011,0.42,82,66
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",8/1/2011,0,,
US1VAAC0007,"ONLEY 0.6 SE, VA US",8/2/2011,0.16,,
USC00442208,"DALE ENTERPRISE, VA US",8/2/2011,0,92,62
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/2/2011,0,92,67
USC00447338,"ROCKY MOUNT, VA US",8/2/2011,0,90,65
USC00445204,"MANASSAS, VA US",8/2/2011,0.25,100,69
USC00444044,"HOLLAND 1 E, VA US",8/2/2011,0.03,92,66
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",8/2/2011,0.03,,
US1VAAC0007,"ONLEY 0.6 SE, VA US",8/3/2011,0,,
USC00442208,"DALE ENTERPRISE, VA US",8/3/2011,0,95,67
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/3/2011,0,94,71
USC00447338,"ROCKY MOUNT, VA US",8/3/2011,0,94,65
USC00445204,"MANASSAS, VA US",8/3/2011,0.1,98,73
USC00444044,"HOLLAND 1 E, VA US",8/3/2011,0,93,67
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",8/3/2011,0,,
US1VAAC0007,"ONLEY 0.6 SE, VA US",8/4/2011,0.14,,
USC00442208,"DALE ENTERPRISE, VA US",8/4/2011,0.05,82,65
USC00448062,"STAUNTON WATER TREATMENT PLANT, VA US",8/4/2011,0.05,85,70
USC00447338,"ROCKY MOUNT, VA US",8/4/2011,0,90,71
USC00445204,"MANASSAS, VA US",8/4/2011,0,83,73
USC00444044,"HOLLAND 1 E, VA US",8/4/2011,0.04,95,70
US1VAWM0001,"MONTROSS 5.2 ESE, VA US",8/4/2011,0.78,,
US1VAAC0007,"ONLEY 0.6 SE, VA US",8/5/2011,0.04,,
USC00442208,"DALE ENTERPRISE, VA US",8/5/2011,0.13,91,71
